Fiscal year,Diagnosis category,Sex,fiscal_year,value,ci_low,ci_high,sheet_type
2021–2022,Anxiety disorders,Total,Agegroup:5–24years–Rate,41.2,,,Hospitalization
2021–2022,Personality disorders,Female,Agegroup:5–24years–Rate,77.7,,,Hospitalization
2021–2022,Personality disorders,Male,Agegroup:5–24years–Rate,18.4,,,Hospitalization
2021–2022,Personality disorders,Total,Agegroup:5–24years–Rate,47.2,,,Hospitalization
2021–2022,Other disorders,Female,Agegroup:5–24years–Rate,232.7,,,Hospitalization
2021–2022,Other disorders,Male,Agegroup:5–24years–Rate,101.8,,,Hospitalization
2021–2022,Other disorders,Total,Agegroup:5–24years–Rate,165.2,,,Hospitalization
2021–2022,   Trauma- and stressor-related disorders,Female,Agegroup:5–24years–Rate,122.9,,,Hospitalization
2021–2022,   Trauma- and stressor-related disorders,Male,Agegroup:5–24years–Rate,45.2,,,Hospitalization
2021–2022,   Trauma- and stressor-related disorders,Total,Agegroup:5–24years–Rate,82.8,,,Hospitalization
2021–2022,"   Disruptive, impulse control and conduct disorders",Female,Agegroup:5–24years–Rate,12.6,,,Hospitalization
2021–2022,"   Disruptive, impulse control and conduct disorders",Male,Agegroup:5–24years–Rate,13.8,,,Hospitalization
2021–2022,"   Disruptive, impulse control and conduct disorders",Total,Agegroup:5–24years–Rate,13.2,,,Hospitalization
2021–2022,   Eating and feeding disorders,Female,Agegroup:5–24years–Rate,47.6,,,Hospitalization
2021–2022,   Eating and feeding disorders,Male,Agegroup:5–24years–Rate,4.2,,,Hospitalization
2021–2022,   Eating and feeding disorders,Total,Agegroup:5–24years–Rate,25.2,,,Hospitalization
2021–2022,   Tic disorders,Female,Agegroup:5–24years–Rate,1.1,,,Hospitalization
2021–2022,   Tic disorders,Male,Agegroup:5–24years–Rate,0.8,,,Hospitalization
2021–2022,   Tic disorders,Total,Agegroup:5–24years–Rate,1.0,,,Hospitalization
2021–2022,   ADHD,Female,Agegroup:5–24years–Rate,12.4,,,Hospitalization
2021–2022,   ADHD,Male,Agegroup:5–24years–Rate,14.1,,,Hospitalization
2021–2022,   ADHD,Total,Agegroup:5–24years–Rate,13.3,,,Hospitalization
2022–2023,Neurocognitive disorders,Female,Agegroup:5–24years–Rate,0.9,,,Hospitalization
2022–2023,Neurocognitive disorders,Male,Agegroup:5–24years–Rate,1.2,,,Hospitalization
2022–2023,Neurocognitive disorders,Total,Agegroup:5–24years–Rate,1.0,,,Hospitalization
2022–2023,Substance-related disorders,Female,Agegroup:5–24years–Rate,50.0,,,Hospitalization
2022–2023,Substance-related disorders,Male,Agegroup:5–24years–Rate,63.9,,,Hospitalization
2022–2023,Substance-related disorders,Total,Agegroup:5–24years–Rate,57.2,,,Hospitalization
2022–2023,Schizophrenic and psychotic disorders,Female,Agegroup:5–24years–Rate,43.0,,,Hospitalization
2022–2023,Schizophrenic and psychotic disorders,Male,Agegroup:5–24years–Rate,82.9,,,Hospitalization
2022–2023,Schizophrenic and psychotic disorders,Total,Agegroup:5–24years–Rate,63.6,,,Hospitalization
2022–2023,Mood disorders,Female,Agegroup:5–24years–Rate,162.2,,,Hospitalization
2022–2023,Mood disorders,Male,Agegroup:5–24years–Rate,79.3,,,Hospitalization
2022–2023,Mood disorders,Total,Agegroup:5–24years–Rate,119.5,,,Hospitalization
2022–2023,Anxiety disorders,Female,Agegroup:5–24years–Rate,49.6,,,Hospitalization
2022–2023,Anxiety disorders,Male,Agegroup:5–24years–Rate,17.3,,,Hospitalization
2022–2023,Anxiety disorders,Total,Agegroup:5–24years–Rate,33.0,,,Hospitalization
2022–2023,Personality disorders,Female,Agegroup:5–24years–Rate,76.3,,,Hospitalization
2022–2023,Personality disorders,Male,Agegroup:5–24years–Rate,18.1,,,Hospitalization
2022–2023,Personality disorders,Total,Agegroup:5–24years–Rate,46.3,,,Hospitalization
2022–2023,Other disorders,Female,Agegroup:5–24years–Rate,197.5,,,Hospitalization
2022–2023,Other disorders,Male,Agegroup:5–24years–Rate,95.4,,,Hospitalization
2022–2023,Other disorders,Total,Agegroup:5–24years–Rate,144.8,,,Hospitalization
2022–2023,   Trauma- and stressor-related disorders,Female,Agegroup:5–24years–Rate,104.2,,,Hospitalization
2022–2023,   Trauma- and stressor-related disorders,Male,Agegroup:5–24years–Rate,41.4,,,Hospitalization
2022–2023,   Trauma- and stressor-related disorders,Total,Agegroup:5–24years–Rate,71.8,,,Hospitalization
2022–2023,"   Disruptive, impulse control and conduct disorders",Female,Agegroup:5–24years–Rate,11.0,,,Hospitalization
2022–2023,"   Disruptive, impulse control and conduct disorders",Male,Agegroup:5–24years–Rate,11.9,,,Hospitalization
2022–2023,"   Disruptive, impulse control and conduct disorders",Total,Agegroup:5–24years–Rate,11.5,,,Hospitalization
2022–2023,   Eating and feeding disorders,Female,Agegroup:5–24years–Rate,37.7,,,Hospitalization
2022–2023,   Eating and feeding disorders,Male,Agegroup:5–24years–Rate,4.4,,,Hospitalization
2022–2023,   Eating and feeding disorders,Total,Agegroup:5–24years–Rate,20.6,,,Hospitalization
2022–2023,   Tic disorders,Female,Agegroup:5–24years–Rate,0.4,,,Hospitalization
2022–2023,   Tic disorders,Male,Agegroup:5–24years–Rate,0.8,,,Hospitalization
2022–2023,   Tic disorders,Total,Agegroup:5–24years–Rate,0.6,,,Hospitalization
2022–2023,   ADHD,Female,Agegroup:5–24years–Rate,13.2,,,Hospitalization
2022–2023,   ADHD,Male,Agegroup:5–24years–Rate,12.7,,,Hospitalization
2022–2023,   ADHD,Total,Agegroup:5–24years–Rate,12.9,,,Hospitalization
2023–2024,Neurocognitive disorders,Female,Agegroup:5–24years–Rate,0.9,,,Hospitalization
2023–2024,Neurocognitive disorders,Male,Agegroup:5–24years–Rate,1.0,,,Hospitalization
2023–2024,Neurocognitive disorders,Total,Agegroup:5–24years–Rate,1.0,,,Hospitalization
2023–2024,Substance-related disorders,Female,Agegroup:5–24years–Rate,47.1,,,Hospitalization
2023–2024,Substance-related disorders,Male,Agegroup:5–24years–Rate,59.0,,,Hospitalization
2023–2024,Substance-related disorders,Total,Agegroup:5–24years–Rate,53.3,,,Hospitalization
2023–2024,Schizophrenic and psychotic disorders,Female,Agegroup:5–24years–Rate,40.8,,,Hospitalization
2023–2024,Schizophrenic and psychotic disorders,Male,Agegroup:5–24years–Rate,75.7,,,Hospitalization
2023–2024,Schizophrenic and psychotic disorders,Total,Agegroup:5–24years–Rate,58.9,,,Hospitalization
2023–2024,Mood disorders,Female,Agegroup:5–24years–Rate,134.3,,,Hospitalization
2023–2024,Mood disorders,Male,Agegroup:5–24years–Rate,67.8,,,Hospitalization
2023–2024,Mood disorders,Total,Agegroup:5–24years–Rate,99.9,,,Hospitalization
2023–2024,Anxiety disorders,Female,Agegroup:5–24years–Rate,38.4,,,Hospitalization
2023–2024,Anxiety disorders,Male,Agegroup:5–24years–Rate,14.2,,,Hospitalization
2023–2024,Anxiety disorders,Total,Agegroup:5–24years–Rate,25.9,,,Hospitalization
2023–2024,Personality disorders,Female,Agegroup:5–24years–Rate,65.7,,,Hospitalization
2023–2024,Personality disorders,Male,Agegroup:5–24years–Rate,16.0,,,Hospitalization
2023–2024,Personality disorders,Total,Agegroup:5–24years–Rate,40.0,,,Hospitalization
2023–2024,Other disorders,Female,Agegroup:5–24years–Rate,186.0,,,Hospitalization
2023–2024,Other disorders,Male,Agegroup:5–24years–Rate,96.4,,,Hospitalization
2023–2024,Other disorders,Total,Agegroup:5–24years–Rate,139.7,,,Hospitalization
2023–2024,   Trauma- and stressor-related disorders,Female,Agegroup:5–24years–Rate,99.7,,,Hospitalization
2023–2024,   Trauma- and stressor-related disorders,Male,Agegroup:5–24years–Rate,40.9,,,Hospitalization
2023–2024,   Trauma- and stressor-related disorders,Total,Agegroup:5–24years–Rate,69.3,,,Hospitalization
2023–2024,"   Disruptive, impulse control and conduct disorders",Female,Agegroup:5–24years–Rate,11.1,,,Hospitalization
2023–2024,"   Disruptive, impulse control and conduct disorders",Male,Agegroup:5–24years–Rate,11.4,,,Hospitalization
2023–2024,"   Disruptive, impulse control and conduct disorders",Total,Agegroup:5–24years–Rate,11.3,,,Hospitalization
2023–2024,   Eating and feeding disorders,Female,Agegroup:5–24years–Rate,34.3,,,Hospitalization
2023–2024,   Eating and feeding disorders,Male,Agegroup:5–24years–Rate,4.1,,,Hospitalization
2023–2024,   Eating and feeding disorders,Total,Agegroup:5–24years–Rate,18.7,,,Hospitalization
2023–2024,   Tic disorders,Female,Agegroup:5–24years–Rate,0.6,,,Hospitalization
2023–2024,   Tic disorders,Male,Agegroup:5–24years–Rate,0.6,,,Hospitalization
2023–2024,   Tic disorders,Total,Agegroup:5–24years–Rate,0.6,,,Hospitalization
2023–2024,   ADHD,Female,Agegroup:5–24years–Rate,12.3,,,Hospitalization
2023–2024,   ADHD,Male,Agegroup:5–24years–Rate,14.4,,,Hospitalization
2023–2024,   ADHD,Total,Agegroup:5–24years–Rate,13.4,,,Hospitalization
2018–2019,Neurocognitive disorders,Female,Agegroup:5–24years–95%CI,,,,Hospitalization
2018–2019,Neurocognitive disorders,Male,Agegroup:5–24years–95%CI,,,,Hospitalization
2018–2019,Neurocognitive disorders,Total,Agegroup:5–24years–95%CI,,,,Hospitalization
2018–2019,Substance-related disorders,Female,Agegroup:5–24years–95%CI,,,,Hospitalization
2018–2019,Substance-related disorders,Male,Agegroup:5–24years–95%CI,,,,Hospitalization
2018–2019,Substance-related disorders,Total,Agegroup:5–24years–95%CI,,,,Hospitalization
2018–2019,Schizophrenic and psychotic disorders,Female,Agegroup:5–24years–95%CI,,,,Hospitalization
2018–2019,Schizophrenic and psychotic disorders,Male,Agegroup:5–24years–95%CI,,,,Hospitalization
2018–2019,Schizophrenic and psychotic disorders,Total,Agegroup:5–24years–95%CI,,,,Hospitalization
2018–2019,Mood disorders,Female,Agegroup:5–24years–95%CI,,,,Hospitalization
2018–2019,Mood disorders,Male,Agegroup:5–24years–95%CI,,,,Hospitalization
2018–2019,Mood disorders,Total,Agegroup:5–24years–95%CI,,,,Hospitalization
2018–2019,Anxiety disorders,Female,Agegroup:5–24years–95%CI,,,,Hospitalization
2018–2019,Anxiety disorders,Male,Agegroup:5–24years–95%CI,,,,Hospitalization
2018–2019,Anxiety disorders,Total,Agegroup:5–24years–95%CI,,,,Hospitalization
2018–2019,Personality disorders,Female,Agegroup:5–24years–95%CI,,,,Hospitalization
2018–2019,Personality disorders,Male,Agegroup:5–24years–95%CI,,,,Hospitalization
2018–2019,Personality disorders,Total,Agegroup:5–24years–95%CI,,,,Hospitalization
2018–2019,Other disorders,Female,Agegroup:5–24years–95%CI,,,,Hospitalization
2018–2019,Other disorders,Male,Agegroup:5–24years–95%CI,,,,Hospitalization
2018–2019,Other disorders,Total,Agegroup:5–24years–95%CI,,,,Hospitalization
2018–2019,   Trauma- and stressor-related disorders,Female,Agegroup:5–24years–95%CI,,,,Hospitalization
2018–2019,   Trauma- and stressor-related disorders,Male,Agegroup:5–24years–95%CI,,,,Hospitalization
2018–2019,   Trauma- and stressor-related disorders,Total,Agegroup:5–24years–95%CI,,,,Hospitalization
2018–2019,"   Disruptive, impulse control and conduct disorders",Female,Agegroup:5–24years–95%CI,,,,Hospitalization
2018–2019,"   Disruptive, impulse control and conduct disorders",Male,Agegroup:5–24years–95%CI,,,,Hospitalization
2018–2019,"   Disruptive, impulse control and conduct disorders",Total,Agegroup:5–24years–95%CI,,,,Hospitalization
2018–2019,   Eating and feeding disorders,Female,Agegroup:5–24years–95%CI,,,,Hospitalization
2018–2019,   Eating and feeding disorders,Male,Agegroup:5–24years–95%CI,,,,Hospitalization
2018–2019,   Eating and feeding disorders,Total,Agegroup:5–24years–95%CI,,,,Hospitalization
2018–2019,   Tic disorders,Female,Agegroup:5–24years–95%CI,,,,Hospitalization
2018–2019,   Tic disorders,Male,Agegroup:5–24years–95%CI,,,,Hospitalization
2018–2019,   Tic disorders,Total,Agegroup:5–24years–95%CI,,,,Hospitalization
2018–2019,   ADHD,Female,Agegroup:5–24years–95%CI,,,,Hospitalization
2018–2019,   ADHD,Male,Agegroup:5–24years–95%CI,,,,Hospitalization
2018–2019,   ADHD,Total,Agegroup:5–24years–95%CI,,,,Hospitalization
2019–2020,Neurocognitive disorders,Female,Agegroup:5–24years–95%CI,,,,Hospitalization
2019–2020,Neurocognitive disorders,Male,Agegroup:5–24years–95%CI,,,,Hospitalization
2019–2020,Neurocognitive disorders,Total,Agegroup:5–24years–95%CI,,,,Hospitalization
2019–2020,Substance-related disorders,Female,Agegroup:5–24years–95%CI,,,,Hospitalization
2019–2020,Substance-related disorders,Male,Agegroup:5–24years–95%CI,,,,Hospitalization
2019–2020,Substance-related disorders,Total,Agegroup:5–24years–95%CI,,,,Hospitalization
2019–2020,Schizophrenic and psychotic disorders,Female,Agegroup:5–24years–95%CI,,,,Hospitalization
2019–2020,Schizophrenic and psychotic disorders,Male,Agegroup:5–24years–95%CI,,,,Hospitalization
2019–2020,Schizophrenic and psychotic disorders,Total,Agegroup:5–24years–95%CI,,,,Hospitalization
2019–2020,Mood disorders,Female,Agegroup:5–24years–95%CI,,,,Hospitalization
2019–2020,Mood disorders,Male,Agegroup:5–24years–95%CI,,,,Hospitalization
2019–2020,Mood disorders,Total,Agegroup:5–24years–95%CI,,,,Hospitalization
2019–2020,Anxiety disorders,Female,Agegroup:5–24years–95%CI,,,,Hospitalization
2019–2020,Anxiety disorders,Male,Agegroup:5–24years–95%CI,,,,Hospitalization
2019–2020,Anxiety disorders,Total,Agegroup:5–24years–95%CI,,,,Hospitalization
2019–2020,Personality disorders,Female,Agegroup:5–24years–95%CI,,,,Hospitalization
2019–2020,Personality disorders,Male,Agegroup:5–24years–95%CI,,,,Hospitalization
2019–2020,Personality disorders,Total,Agegroup:5–24years–95%CI,,,,Hospitalization
2019–2020,Other disorders,Female,Agegroup:5–24years–95%CI,,,,Hospitalization
2019–2020,Other disorders,Male,Agegroup:5–24years–95%CI,,,,Hospitalization
2019–2020,Other disorders,Total,Agegroup:5–24years–95%CI,,,,Hospitalization
2019–2020,   Trauma- and stressor-related disorders,Female,Agegroup:5–24years–95%CI,,,,Hospitalization
2019–2020,   Trauma- and stressor-related disorders,Male,Agegroup:5–24years–95%CI,,,,Hospitalization
2019–2020,   Trauma- and stressor-related disorders,Total,Agegroup:5–24years–95%CI,,,,Hospitalization
2019–2020,"   Disruptive, impulse control and conduct disorders",Female,Agegroup:5–24years–95%CI,,,,Hospitalization
2019–2020,"   Disruptive, impulse control and conduct disorders",Male,Agegroup:5–24years–95%CI,,,,Hospitalization
2019–2020,"   Disruptive, impulse control and conduct disorders",Total,Agegroup:5–24years–95%CI,,,,Hospitalization
2019–2020,   Eating and feeding disorders,Female,Agegroup:5–24years–95%CI,,,,Hospitalization
2019–2020,   Eating and feeding disorders,Male,Agegroup:5–24years–95%CI,,,,Hospitalization
2019–2020,   Eating and feeding disorders,Total,Agegroup:5–24years–95%CI,,,,Hospitalization
2019–2020,   Tic disorders,Female,Agegroup:5–24years–95%CI,,,,Hospitalization
2019–2020,   Tic disorders,Male,Agegroup:5–24years–95%CI,,,,Hospitalization
2019–2020,   Tic disorders,Total,Agegroup:5–24years–95%CI,,,,Hospitalization
2019–2020,   ADHD,Female,Agegroup:5–24years–95%CI,,,,Hospitalization
2019–2020,   ADHD,Male,Agegroup:5–24years–95%CI,,,,Hospitalization
2019–2020,   ADHD,Total,Agegroup:5–24years–95%CI,,,,Hospitalization
2020–2021,Neurocognitive disorders,Female,Agegroup:5–24years–95%CI,,,,Hospitalization
2020–2021,Neurocognitive disorders,Male,Agegroup:5–24years–95%CI,,,,Hospitalization
2020–2021,Neurocognitive disorders,Total,Agegroup:5–24years–95%CI,,,,Hospitalization
2020–2021,Substance-related disorders,Female,Agegroup:5–24years–95%CI,,,,Hospitalization
2020–2021,Substance-related disorders,Male,Agegroup:5–24years–95%CI,,,,Hospitalization
2020–2021,Substance-related disorders,Total,Agegroup:5–24years–95%CI,,,,Hospitalization
2020–2021,Schizophrenic and psychotic disorders,Female,Agegroup:5–24years–95%CI,,,,Hospitalization
2020–2021,Schizophrenic and psychotic disorders,Male,Agegroup:5–24years–95%CI,,,,Hospitalization
2020–2021,Schizophrenic and psychotic disorders,Total,Agegroup:5–24years–95%CI,,,,Hospitalization
2020–2021,Mood disorders,Female,Agegroup:5–24years–95%CI,,,,Hospitalization
2020–2021,Mood disorders,Male,Agegroup:5–24years–95%CI,,,,Hospitalization
2020–2021,Mood disorders,Total,Agegroup:5–24years–95%CI,,,,Hospitalization
2020–2021,Anxiety disorders,Female,Agegroup:5–24years–95%CI,,,,Hospitalization
2020–2021,Anxiety disorders,Male,Agegroup:5–24years–95%CI,,,,Hospitalization
2020–2021,Anxiety disorders,Total,Agegroup:5–24years–95%CI,,,,Hospitalization
2020–2021,Personality disorders,Female,Agegroup:5–24years–95%CI,,,,Hospitalization
2020–2021,Personality disorders,Male,Agegroup:5–24years–95%CI,,,,Hospitalization
2020–2021,Personality disorders,Total,Agegroup:5–24years–95%CI,,,,Hospitalization
2020–2021,Other disorders,Female,Agegroup:5–24years–95%CI,,,,Hospitalization
2020–2021,Other disorders,Male,Agegroup:5–24years–95%CI,,,,Hospitalization
2020–2021,Other disorders,Total,Agegroup:5–24years–95%CI,,,,Hospitalization
2020–2021,   Trauma- and stressor-related disorders,Female,Agegroup:5–24years–95%CI,,,,Hospitalization
2020–2021,   Trauma- and stressor-related disorders,Male,Agegroup:5–24years–95%CI,,,,Hospitalization
2020–2021,   Trauma- and stressor-related disorders,Total,Agegroup:5–24years–95%CI,,,,Hospitalization
2020–2021,"   Disruptive, impulse control and conduct disorders",Female,Agegroup:5–24years–95%CI,,,,Hospitalization
2020–2021,"   Disruptive, impulse control and conduct disorders",Male,Agegroup:5–24years–95%CI,,,,Hospitalization
2020–2021,"   Disruptive, impulse control and conduct disorders",Total,Agegroup:5–24years–95%CI,,,,Hospitalization
2020–2021,   Eating and feeding disorders,Female,Agegroup:5–24years–95%CI,,,,Hospitalization
2020–2021,   Eating and feeding disorders,Male,Agegroup:5–24years–95%CI,,,,Hospitalization
2020–2021,   Eating and feeding disorders,Total,Agegroup:5–24years–95%CI,,,,Hospitalization
2020–2021,   Tic disorders,Female,Agegroup:5–24years–95%CI,,,,Hospitalization
2020–2021,   Tic disorders,Male,Agegroup:5–24years–95%CI,,,,Hospitalization
2020–2021,   Tic disorders,Total,Agegroup:5–24years–95%CI,,,,Hospitalization
2020–2021,   ADHD,Female,Agegroup:5–24years–95%CI,,,,Hospitalization
2020–2021,   ADHD,Male,Agegroup:5–24years–95%CI,,,,Hospitalization
2020–2021,   ADHD,Total,Agegroup:5–24years–95%CI,,,,Hospitalization
2021–2022,Neurocognitive disorders,Female,Agegroup:5–24years–95%CI,,,,Hospitalization
2021–2022,Neurocognitive disorders,Male,Agegroup:5–24years–95%CI,,,,Hospitalization
2021–2022,Neurocognitive disorders,Total,Agegroup:5–24years–95%CI,,,,Hospitalization
2021–2022,Substance-related disorders,Female,Agegroup:5–24years–95%CI,,,,Hospitalization
2021–2022,Substance-related disorders,Male,Agegroup:5–24years–95%CI,,,,Hospitalization
2021–2022,Substance-related disorders,Total,Agegroup:5–24years–95%CI,,,,Hospitalization
2021–2022,Schizophrenic and psychotic disorders,Female,Agegroup:5–24years–95%CI,,,,Hospitalization
2021–2022,Schizophrenic and psychotic disorders,Male,Agegroup:5–24years–95%CI,,,,Hospitalization
2021–2022,Schizophrenic and psychotic disorders,Total,Agegroup:5–24years–95%CI,,,,Hospitalization
2021–2022,Mood disorders,Female,Agegroup:5–24years–95%CI,,,,Hospitalization
2021–2022,Mood disorders,Male,Agegroup:5–24years–95%CI,,,,Hospitalization
2021–2022,Mood disorders,Total,Agegroup:5–24years–95%CI,,,,Hospitalization
2021–2022,Anxiety disorders,Female,Agegroup:5–24years–95%CI,,,,Hospitalization
2021–2022,Anxiety disorders,Male,Agegroup:5–24years–95%CI,,,,Hospitalization
2021–2022,Anxiety disorders,Total,Agegroup:5–24years–95%CI,,,,Hospitalization
2021–2022,Personality disorders,Female,Agegroup:5–24years–95%CI,,,,Hospitalization
2021–2022,Personality disorders,Male,Agegroup:5–24years–95%CI,,,,Hospitalization
2021–2022,Personality disorders,Total,Agegroup:5–24years–95%CI,,,,Hospitalization
2021–2022,Other disorders,Female,Agegroup:5–24years–95%CI,,,,Hospitalization
2021–2022,Other disorders,Male,Agegroup:5–24years–95%CI,,,,Hospitalization
2021–2022,Other disorders,Total,Agegroup:5–24years–95%CI,,,,Hospitalization
2021–2022,   Trauma- and stressor-related disorders,Female,Agegroup:5–24years–95%CI,,,,Hospitalization
2021–2022,   Trauma- and stressor-related disorders,Male,Agegroup:5–24years–95%CI,,,,Hospitalization
2021–2022,   Trauma- and stressor-related disorders,Total,Agegroup:5–24years–95%CI,,,,Hospitalization
2021–2022,"   Disruptive, impulse control and conduct disorders",Female,Agegroup:5–24years–95%CI,,,,Hospitalization
2021–2022,"   Disruptive, impulse control and conduct disorders",Male,Agegroup:5–24years–95%CI,,,,Hospitalization
2021–2022,"   Disruptive, impulse control and conduct disorders",Total,Agegroup:5–24years–95%CI,,,,Hospitalization
2021–2022,   Eating and feeding disorders,Female,Agegroup:5–24years–95%CI,,,,Hospitalization
